Field "Less scattered" "Good WCS" "Failed Mask" "Poor WCS" "Failed WCS" tot fr na
FE2702 4 12 0 0 0 12.0 0.3333333333333333 F
FB1701 8 12 0 0 0 12.0 0.6666666666666666 F
FB2005 4 8 0 0 0 8.0 0.5 F
FI2505 4 7 0 0 1 8.0 0.5 F
FB2609 4 8 0 0 0 8.0 0.5 F
FJ2901 4 20 0 0 0 20.0 0.2 F
FE2503 4 8 0 0 0 8.0 0.5 F
FC1802 8 20 0 0 0 20.0 0.4 F
FJ0903 4 17 0 0 0 17.0 0.23529411764705882 F
FD1703 12 16 0 0 0 16.0 0.75 F
FE2602 8 16 0 0 0 16.0 0.5 F
FK2204 4 8 0 0 1 9.0 0.4444444444444444 F
N29086 79 80 16 0 0 96.0 0.8229166666666666 N
FE1701 8 20 0 0 0 20.0 0.4 F
FC1403 4 8 0 0 0 8.0 0.5 F
FI0302 4 8 0 0 0 8.0 0.5 F
FL1501 4 12 0 0 0 12.0 0.3333333333333333 F
FB0201 4 24 0 0 0 24.0 0.16666666666666666 F
FK1607 8 12 0 0 0 12.0 0.6666666666666666 F
FE1501 4 16 0 0 0 16.0 0.25 F
FA0403 8 12 0 0 0 12.0 0.6666666666666666 F
FF1201 5 9 0 0 0 9.0 0.5555555555555556 F
FI0602 4 8 0 0 0 8.0 0.5 F
U2D448 22 33 0 0 1 34.0 0.6470588235294118 U
N07088 331 333 8 0 2 343.0 0.9650145772594753 N
FC0202 12 24 0 0 0 24.0 0.5 F
N60022 144 145 0 0 0 145.0 0.993103448275862 N
UCOMET 4 8 0 0 0 8.0 0.5 U
FA0802 12 24 0 0 0 24.0 0.5 F
FL0103 4 16 0 0 0 16.0 0.25 F
FL0404 8 16 0 0 0 16.0 0.5 F
FB0206 4 20 0 0 0 20.0 0.2 F
FD2601 4 12 24 0 0 36.0 0.1111111111111111 F
FK1505 16 31 0 0 0 31.0 0.5161290322580645 F
FE0702 5 17 4 0 0 21.0 0.23809523809523808 F
FC2003 4 8 0 0 0 8.0 0.5 F
FL2002 13 33 0 0 0 33.0 0.3939393939393939 F
FL1301 12 20 0 0 0 20.0 0.6 F
FC2403 8 16 0 0 0 16.0 0.5 F
FE1201 4 12 0 0 0 12.0 0.3333333333333333 F
FL3004 5 9 0 0 0 9.0 0.5555555555555556 F
FJ0401 1 9 0 0 0 9.0 0.1111111111111111 F
USWANA 20 36 0 0 0 36.0 0.5555555555555556 U
FC2001 8 12 0 0 0 12.0 0.6666666666666666 F
FK1902 8 16 0 0 0 16.0 0.5 F
FJ2203 4 12 0 0 0 12.0 0.3333333333333333 F
FI2001 5 29 0 0 0 29.0 0.1724137931034483 F
N04124 351 352 16 0 1 369.0 0.9512195121951219 N
FF1501 4 16 0 0 0 16.0 0.25 F
FB2203 4 12 0 0 0 12.0 0.3333333333333333 F
UCOV06 8 23 0 0 1 24.0 0.3333333333333333 U
FH2601 4 8 0 0 0 8.0 0.5 F
N32034 287 289 14 0 0 303.0 0.9471947194719472 N
N49070 9 12 0 0 0 12.0 0.75 N
FJ2206 8 12 0 0 0 12.0 0.6666666666666666 F
FD0602 8 16 0 0 0 16.0 0.5 F
N32076 373 374 24 0 4 402.0 0.927860696517413 N
FD0501 4 16 0 0 0 16.0 0.25 F
FD2101 5 9 4 0 0 13.0 0.38461538461538464 F
FC1204 12 20 0 0 0 20.0 0.6 F
FD1101 4 24 0 0 0 24.0 0.16666666666666666 F
FF1601 4 17 4 0 0 21.0 0.19047619047619047 F
FD1704 4 8 0 0 0 8.0 0.5 F
FI1707 4 10 0 0 2 12.0 0.3333333333333333 F
FL0703 5 9 0 0 0 9.0 0.5555555555555556 F
N40009 123 125 0 0 0 125.0 0.984 N
FJ2306 4 8 0 0 0 8.0 0.5 F
FJ2904 20 28 0 0 0 28.0 0.7142857142857143 F
FK2003 8 28 0 0 0 28.0 0.2857142857142857 F
N66020 91 93 0 0 1 94.0 0.9680851063829787 N
FL3001 8 16 0 0 0 16.0 0.5 F
FK1205 8 12 0 0 0 12.0 0.6666666666666666 F
FJ0805 4 16 0 0 0 16.0 0.25 F
FJ2902 12 24 0 0 0 24.0 0.5 F
FA0102 18 26 0 0 0 26.0 0.6923076923076923 F
FA2007 8 12 0 0 0 12.0 0.6666666666666666 F
FC0502 4 12 0 0 0 12.0 0.3333333333333333 F
UN090A 4 8 0 0 0 8.0 0.5 U
FE1101 4 16 0 0 0 16.0 0.25 F
FK2803 8 16 0 0 0 16.0 0.5 F
FB0203 4 20 0 0 0 20.0 0.2 F
FI2504 8 16 0 0 0 16.0 0.5 F
FA1202 4 8 0 0 0 8.0 0.5 F
FL2203 4 16 0 0 0 16.0 0.25 F
FL0702 12 26 0 0 0 26.0 0.46153846153846156 F
FD2803 8 12 0 0 0 12.0 0.6666666666666666 F
FE1603 8 12 0 0 0 12.0 0.6666666666666666 F
FL1204 8 12 0 0 0 12.0 0.6666666666666666 F
FK0102 4 20 0 0 1 21.0 0.19047619047619047 F
FI2104 4 8 0 0 0 8.0 0.5 F
FB1912 12 20 0 0 0 20.0 0.6 F
U6BH99 8 28 0 0 0 28.0 0.2857142857142857 U
FF0503 12 24 0 0 0 24.0 0.5 F
FC1208 4 8 0 0 0 8.0 0.5 F
FL3102 4 20 0 0 0 20.0 0.2 F
FK1905 4 12 0 0 0 12.0 0.3333333333333333 F
FD0401 4 12 0 0 0 12.0 0.3333333333333333 F
FJ0103 4 8 0 0 0 8.0 0.5 F
FI2405 4 8 0 0 0 8.0 0.5 F
FL0801 4 8 0 0 0 8.0 0.5 F
FB2505 4 12 0 0 0 12.0 0.3333333333333333 F
FG0102 8 12 4 0 0 16.0 0.5 F
FJ0906 4 12 0 0 0 12.0 0.3333333333333333 F
FK0104 7 12 0 0 0 12.0 0.5833333333333334 F
N71032 58 61 0 0 0 61.0 0.9508196721311475 N
FB2403 4 12 0 0 0 12.0 0.3333333333333333 F
N49024 151 153 0 0 0 153.0 0.9869281045751634 N
FJ1305 4 8 0 0 0 8.0 0.5 F
FB2404 12 16 0 0 0 16.0 0.75 F
FB2906 4 8 0 0 0 8.0 0.5 F
FJ3101 4 36 0 0 0 36.0 0.1111111111111111 F
FK1907 4 12 0 0 0 12.0 0.3333333333333333 F
FD1204 4 10 0 0 0 10.0 0.4 F
FK3002 7 12 0 0 3 15.0 0.4666666666666667 F
N43028 302 305 8 1 1 315.0 0.9587301587301588 N
N55058 140 141 16 0 1 158.0 0.8860759493670886 N
FB0405 4 8 0 0 0 8.0 0.5 F
FA2101 13 21 0 0 0 21.0 0.6190476190476191 F
FL2505 4 8 0 0 0 8.0 0.5 F
FL1902 4 8 4 0 0 12.0 0.3333333333333333 F
FE0402 4 12 0 0 0 12.0 0.3333333333333333 F
FF0801 7 19 0 0 0 19.0 0.3684210526315789 F
FB2301 4 16 0 0 0 16.0 0.25 F
S01112 309 312 32 0 0 344.0 0.8982558139534884 S
FD0201 4 16 0 0 0 16.0 0.25 F
UG1989 5 10 0 0 0 10.0 0.5 U
FL3108 8 12 0 0 0 12.0 0.6666666666666666 F
FJ0403 8 16 0 0 0 16.0 0.5 F
S18006 152 153 4 0 1 158.0 0.9620253164556962 S
FL2202 4 13 0 0 0 13.0 0.3076923076923077 F
FJ2710 8 12 0 0 0 12.0 0.6666666666666666 F
FA2802 4 12 4 0 0 16.0 0.25 F
FI1201 12 20 0 0 2 22.0 0.5454545454545454 F
FA0903 4 8 0 0 0 8.0 0.5 F
FK1307 8 9 0 0 0 9.0 0.8888888888888888 F
FA1001 12 25 0 0 0 25.0 0.48 F
FD0802 4 20 0 0 0 20.0 0.2 F
FC0203 8 12 0 0 0 12.0 0.6666666666666666 F
FE0805 4 8 0 0 0 8.0 0.5 F
FK1306 4 8 0 0 0 8.0 0.5 F
UCOV03 8 24 0 0 0 24.0 0.3333333333333333 U
FA3104 4 8 0 0 0 8.0 0.5 F
FB2206 8 12 0 0 0 12.0 0.6666666666666666 F
FK2505 4 8 0 0 0 8.0 0.5 F
N35037 450 452 32 0 0 484.0 0.9297520661157025 N
FA2503 6 10 0 0 0 10.0 0.6 F
FD1503 4 8 0 0 0 8.0 0.5 F
FD2502 8 16 0 0 0 16.0 0.5 F
FL0302 8 17 0 0 0 17.0 0.47058823529411764 F
FA1302 10 18 0 0 0 18.0 0.5555555555555556 F
N26037 311 315 23 0 2 340.0 0.9147058823529411 N
FB1401 4 8 4 0 0 12.0 0.3333333333333333 F
FD1404 5 9 0 0 0 9.0 0.5555555555555556 F
Utest4 1 2 0 0 0 2.0 0.5 U
FC0905 4 16 0 0 0 16.0 0.25 F
FF0701 5 17 4 0 0 21.0 0.23809523809523808 F
FK0502 4 17 0 0 0 17.0 0.23529411764705882 F
FB1604 4 8 0 0 0 8.0 0.5 F
FI2003 4 17 0 0 7 24.0 0.16666666666666666 F
FI3005 4 8 0 0 0 8.0 0.5 F
N57046 91 94 8 0 0 102.0 0.8921568627450981 N
FI1408 8 12 0 0 0 12.0 0.6666666666666666 F
FI1303 8 16 0 0 0 16.0 0.5 F
FC0506 4 8 0 0 0 8.0 0.5 F
FE0901 4 12 4 0 0 16.0 0.25 F
FB1907 4 8 0 0 0 8.0 0.5 F
FF1301 4 32 4 0 0 36.0 0.1111111111111111 F
FC1304 12 16 0 0 0 16.0 0.75 F
FI1802 4 8 0 0 0 8.0 0.5 F
FA1004 6 14 0 0 0 14.0 0.42857142857142855 F
U73P05 4 8 0 0 0 8.0 0.5 U
FB0701 6 14 0 0 0 14.0 0.42857142857142855 F
FC0204 8 16 0 0 0 16.0 0.5 F
FC1402 9 13 0 0 0 13.0 0.6923076923076923 F
FL0605 8 12 0 0 0 12.0 0.6666666666666666 F
FB2905 4 8 0 0 0 8.0 0.5 F
FD2703 4 8 0 0 0 8.0 0.5 F
FB2302 4 8 0 0 0 8.0 0.5 F
FB0404 8 12 0 0 0 12.0 0.6666666666666666 F
FJ2302 4 8 0 0 0 8.0 0.5 F
FJ1604 4 16 0 0 0 16.0 0.25 F
FJ2801 4 8 0 0 0 8.0 0.5 F
FA0604 8 16 0 0 0 16.0 0.5 F
U203EA 4 9 0 0 3 12.0 0.3333333333333333 U
FK1107 8 12 0 0 0 12.0 0.6666666666666666 F
FK1106 4 8 0 0 0 8.0 0.5 F
FE0601 4 25 0 0 0 25.0 0.16 F
FK2002 4 17 0 0 0 17.0 0.23529411764705882 F
FJ2702 4 16 0 0 0 16.0 0.25 F
FK2207 14 26 0 0 0 26.0 0.5384615384615384 F
FB1602 8 12 4 0 0 16.0 0.5 F
FB2606 4 12 0 0 0 12.0 0.3333333333333333 F
FE2301 8 12 4 0 0 16.0 0.5 F
FI1004 8 16 0 0 0 16.0 0.5 F
FB2803 8 12 0 0 0 12.0 0.6666666666666666 F
FB2612 5 9 0 0 0 9.0 0.5555555555555556 F
FE0701 4 21 4 0 0 25.0 0.16 F
FA2707 9 13 0 0 0 13.0 0.6923076923076923 F
FB0805 8 12 0 0 0 12.0 0.6666666666666666 F
FA0902 4 12 0 0 0 12.0 0.3333333333333333 F
FL1106 4 12 0 0 0 12.0 0.3333333333333333 F
FK2303 4 12 0 0 0 12.0 0.3333333333333333 F
FE3001 8 12 0 0 0 12.0 0.6666666666666666 F
FC2302 4 12 4 0 0 16.0 0.25 F
FB0303 4 8 0 0 0 8.0 0.5 F
FB2106 12 17 0 0 0 17.0 0.7058823529411765 F
FD0105 4 8 0 0 0 8.0 0.5 F
U4XL1A 4 8 0 0 0 8.0 0.5 U
FC1006 5 9 0 0 0 9.0 0.5555555555555556 F
FA0401 12 16 0 0 0 16.0 0.75 F
FI1103 9 25 0 0 0 25.0 0.36 F
FG0101 4 13 4 0 0 17.0 0.23529411764705882 F
N55050 121 124 8 0 0 132.0 0.9166666666666666 N
FJ1904 4 14 0 0 0 14.0 0.2857142857142857 F
FL1303 8 16 4 0 0 20.0 0.4 F
FI2402 4 24 0 0 0 24.0 0.16666666666666666 F
U07029 4 8 0 0 0 8.0 0.5 U
U00005 2 28 8 0 0 36.0 0.05555555555555555 U
FJ2709 4 8 0 0 0 8.0 0.5 F
FK0805 4 8 0 0 0 8.0 0.5 F
FK2601 5 9 0 0 0 9.0 0.5555555555555556 F
FC1305 4 8 0 0 0 8.0 0.5 F
FD0202 4 8 0 0 0 8.0 0.5 F
FI2002 8 20 0 0 0 20.0 0.4 F
FL0802 4 8 0 0 0 8.0 0.5 F
FJ1903 8 26 0 0 0 26.0 0.3076923076923077 F
FJ1404 8 16 0 0 0 16.0 0.5 F
FL2101 4 20 0 0 0 20.0 0.2 F
FB0202 4 20 0 0 0 20.0 0.2 F
FC2502 4 12 0 0 0 12.0 0.3333333333333333 F
FA2501 12 17 0 0 0 17.0 0.7058823529411765 F
FB2802 4 8 0 0 0 8.0 0.5 F
U4XL1B 4 8 0 0 0 8.0 0.5 U
FE0103 5 13 8 0 0 21.0 0.23809523809523808 F
S04111 287 289 16 0 2 307.0 0.9348534201954397 S
FB2904 4 8 0 0 0 8.0 0.5 F
U73P09 4 8 0 0 0 8.0 0.5 U
FI1703 4 16 0 0 0 16.0 0.25 F
FH2907 1 5 0 0 7 12.0 0.08333333333333333 F
UJUPIT 4 7 0 0 1 8.0 0.5 U
N57048 121 123 12 0 0 135.0 0.8962962962962963 N
FK0503 8 20 0 0 0 20.0 0.4 F
FK3003 12 20 0 0 0 20.0 0.6 F
FB1908 4 10 0 0 0 10.0 0.4 F
FF2102 8 24 0 0 0 24.0 0.3333333333333333 F
N46007 47 48 0 0 0 48.0 0.9791666666666666 N
FK1201 12 39 0 0 1 40.0 0.3 F
FC1901 4 12 4 0 0 16.0 0.25 F
FG0201 12 16 0 0 0 16.0 0.75 F
N12017 370 375 37 0 5 417.0 0.8872901678657075 N
FD2501 4 36 0 0 0 36.0 0.1111111111111111 F
FC1505 8 16 0 0 0 16.0 0.5 F
FI2601 4 12 0 0 0 12.0 0.3333333333333333 F
U257A5 4 8 0 0 0 8.0 0.5 U
FC2301 8 20 4 0 0 24.0 0.3333333333333333 F
FJ3104 7 19 0 0 0 19.0 0.3684210526315789 F
FD0803 8 12 0 0 0 12.0 0.6666666666666666 F
N26113 328 329 3 0 1 333.0 0.984984984984985 N
FA1303 4 9 0 0 0 9.0 0.4444444444444444 F
N32036 456 458 16 0 0 474.0 0.9620253164556962 N
FA2702 4 16 4 0 0 20.0 0.2 F
FE0704 5 9 0 0 0 9.0 0.5555555555555556 F
FI1705 4 8 0 0 0 8.0 0.5 F
FI2606 4 8 0 0 0 8.0 0.5 F
FK1102 4 24 0 0 0 24.0 0.16666666666666666 F
N12046 445 447 48 0 0 495.0 0.898989898989899 N
FE2604 16 28 0 0 0 28.0 0.5714285714285714 F
FC1107 4 8 0 0 0 8.0 0.5 F
FC0904 8 20 0 0 0 20.0 0.4 F
FF1902 8 12 4 0 0 16.0 0.5 F
FD1203 2 10 4 0 0 14.0 0.14285714285714285 F
FI1604 4 16 0 0 0 16.0 0.25 F
FA0501 16 20 0 0 0 20.0 0.8 F
FA2703 4 12 4 0 0 16.0 0.25 F
FC2704 16 24 4 0 0 28.0 0.5714285714285714 F
FJ1705 4 12 0 0 0 12.0 0.3333333333333333 F
FK2502 4 16 0 0 5 21.0 0.19047619047619047 F
N32033 222 227 0 0 0 227.0 0.9779735682819384 N
FC1803 4 25 0 0 0 25.0 0.16 F
U4XL1E 4 8 0 0 0 8.0 0.5 U
FA1801 4 25 8 0 0 33.0 0.12121212121212122 F
FC3001 4 20 0 0 0 20.0 0.2 F
FK2102 4 13 0 0 0 13.0 0.3076923076923077 F
FB0703 8 12 0 0 0 12.0 0.6666666666666666 F
FC1902 4 12 0 0 0 12.0 0.3333333333333333 F
FC2705 4 8 0 0 0 8.0 0.5 F
FL1201 4 12 0 0 0 12.0 0.3333333333333333 F
FB2104 4 20 0 0 0 20.0 0.2 F
FA0603 4 11 0 0 1 12.0 0.3333333333333333 F
FJ1701 8 24 0 0 0 24.0 0.3333333333333333 F
U11398 5 15 0 0 0 15.0 0.3333333333333333 U
S12024 274 275 7 0 1 283.0 0.9681978798586572 S
FI1803 4 16 0 0 0 16.0 0.25 F
FB0804 4 12 0 0 0 12.0 0.3333333333333333 F
FL1805 8 12 0 0 0 12.0 0.6666666666666666 F
FC0407 8 15 0 0 0 15.0 0.5333333333333333 F
FE0806 4 8 0 0 0 8.0 0.5 F
FD1903 4 8 4 0 0 12.0 0.3333333333333333 F
FK0701 4 12 0 0 0 12.0 0.3333333333333333 F
FK2103 4 16 0 0 0 16.0 0.25 F
FK2108 4 8 0 0 0 8.0 0.5 F
FJ1704 4 12 0 0 0 12.0 0.3333333333333333 F
FD1803 4 16 0 0 0 16.0 0.25 F
FA2504 8 12 0 0 0 12.0 0.6666666666666666 F
FD1601 9 21 4 0 0 25.0 0.36 F
FC3102 12 16 0 0 0 16.0 0.75 F
FK0601 4 20 0 0 0 20.0 0.2 F
FK1403 4 12 0 0 0 12.0 0.3333333333333333 F
FB2102 8 23 0 0 0 23.0 0.34782608695652173 F
FK0401 4 24 0 0 0 24.0 0.16666666666666666 F
FB0802 4 13 0 0 0 13.0 0.3076923076923077 F
FC0801 8 14 0 0 0 14.0 0.5714285714285714 F
FB2903 4 8 0 0 0 8.0 0.5 F
FK3004 4 12 0 0 0 12.0 0.3333333333333333 F
FE2105 4 7 0 0 1 8.0 0.5 F
FI0304 4 8 0 0 0 8.0 0.5 F
U35B3E 4 8 0 0 0 8.0 0.5 U
U8S07V 8 13 0 0 0 13.0 0.6153846153846154 U
N29036 345 346 24 0 0 370.0 0.9324324324324325 N
FK2304 5 13 0 0 0 13.0 0.38461538461538464 F
FI2701 12 24 0 0 0 24.0 0.5 F
